id,sentence,verb,xcomp,level,sub
4297,Poiss armastas kooli ajal puunikerdusi teha.,armastama,tegema,gümn,Poiss armastas kooli teha .
4330,Katsume endast eemale tõrjuda kõik negatiivse.,katsuma,tõrjuma,gümn,Katsume tõrjuda .
4339,"Nad tahavad kas hingelist tasakaalu tagasi saada, pattu kahetseda või orelimuusikat kuulata.",tahtma,saama,gümn,Nad tahavad saada .
4385,Miks me tahame paremad olla ainult jõuluõhtul?,tahtma,olema,gümn,Miks me tahame paremad olla jõuluõhtul ?
4386,"Võiksime terve aasta, iga päev püüda mõelda ainult positiivselt, soovida üksteisele vaid head ilma silmakirjalikkuseta, lihtsalt ja siiralt, puhtast südamest.",püüdma,mõtlema,gümn,", päev püüda mõelda"
4398,Me ei peaks kahtlema Tema olemasolus ja püüdma Teda asendada.,püüdma,asendama,gümn,ja püüdma asendada
4441,"Ma ei taha teha midagi, kui ma asjasse ei usu, kui asi mind ei huvita.",tahtma,tegema,gümn,Ma ei taha teha usu .
4443,"Kui seal on hoiatatud, siis oskan ennast halva eest hoida, näiteks olen liikluses ettevaatlikum.",oskama,hoidma,gümn,hoiatatud siis oskan hoida ettevaatlikum .
4444,"Arvan, et horoskoopidesse uskumise taga on lihtsalt naiselik uudishimu - ikka tahaks teada, mis tulevikus juhtub.",tahtma,teadma,gümn,- ikka tahaks teada
4447,"Oluline on, et inimene oskaks halba paremuse poole pöörata.",oskama,pöörama,gümn,", et inimene oskaks pöörata"
4448,"Eesti tulevikku mõjutab see, kas inimesed ise suudavad paremaks muutuda.",suutma,muutuma,gümn,", kas inimesed suudavad muutuda"
4479,"Te ei peaks häbenema seda külastada, sest inimene ei tohiks oma murega üksi jääda.",häbenema,külastama,gümn,Te ei peaks häbenema külastada jääda .
4491,"Ma ei jõua ära imestada, kui tühi on praegu noorte inimeste elu.",jõudma,imestama,gümn,Ma ei jõua imestada .
4521,"Elukombed ja arusaam elu tõelistest väärtustest on erinevad, aga igal inimesel on õigus otsustada, mida ta tahab elus saavutada, millises seltskonnas liikuda, kuidas riietuda.",tahtma,saavutama,gümn,", ta tahab saavutada"
4538,Nad tahavad tõepoolest midagi saavutada ja neil on piisavalt kohusetunnet.,tahtma,saavutama,gümn,Nad tahavad tõepoolest saavutada neil .
4562,"Tahtsin seda teiega jagada, kuna minulegi on lapsed vihjanud, et võiksin oma stiili muuta.",tahtma,jagama,gümn,Tahtsin jagada vihjanud .
4569,"Tahaks teada, mis näo oleks vanaema teinud oma kooliajal teksapükse nähes?",tahtma,teadma,gümn,Tahaks teada ?
4584,Tahaks kohe sahtlid lukku panna.,tahtma,panema,gümn,Tahaks kohe panna .
4587,"Maailm paistab täpselt sellisena, millisena me teda näha tahame.",tahtma,nägema,gümn,", millisena me näha tahame"
4591,"Näiteks on meil läinud halvasti ning me püüame seletada, miks nii juhtus.",püüdma,seletama,gümn,ning me püüame seletada
4595,"Elutarkus on oskus vahet teha, mida ma suudan muuta ja mida mitte, ning võime leppida paratamatute asjadega.",suutma,muutma,gümn,", ma suudan muuta leppida"
4630,Püüa jõukaks saada!,püüdma,saama,gümn,Püüa saada !
4644,"Meie tervis sõltub palju sellest, kuidas oskame toituda, välja magada, aktiivselt puhata.",oskama,toituma,gümn,", kuidas oskame toituda"
4654,"Kas tunnete kedagi, keda sooviksite muuta ja parandada?",soovima,muutma,gümn,", sooviksite muuta"
4661,"Kõigepealt tee endale selgeks, mis on su hobid, millega sulle meeldib tegelda, kelleks tahad saada.",tahtma,saama,gümn,", kelleks tahad saada"
4671,"Nii määrad ära, kui kaugele tahad kindla ajaga jõuda.",tahtma,jõudma,gümn,", kui kaugele tahad jõuda"
4695,Täida nii hästi kui võimalik kohustust olla õilis ja truu oma kõrgematele ideaalidele - niisuguste eesmärkide poole püüdes võid saavutada edu.,püüdma,saavutama,gümn,- eesmärkide püüdes võid saavutada
4703,Sea eesmärk ja püüa selleni jõuda!,püüdma,jõudma,gümn,ja püüa jõuda
4708,Püüa inimestega hästi läbi saada!,püüdma,saama,gümn,Püüa saada !
4771,Kus eelistate puhata?,eelistama,puhkama,gümn,Kus eelistate puhata ?
4772,Katsun igal aastal käia kuskil kõrgemates mägedes suusatamas.,katsuma,käima,gümn,Katsun aastal käia .
4782,Toidu peale eelistan oma emotsioone mitte kulutada.,eelistama,kulutama,gümn,Toidu eelistan kulutada .
4812,"Nad on saanud edukaks, tehes midagi sellist, mida teised ei ole soovinud teha.",soovima,tegema,gümn,", teised ei ole soovinud teha"
4940,"Oskab ja tahab suhelda, peab lugu teiste inimeste seltskonnast, ei armasta üksi tegutseda.",tahtma,suhtlema,gümn,ja tahab suhelda
4940,"Oskab ja tahab suhelda, peab lugu teiste inimeste seltskonnast, ei armasta üksi tegutseda.",armastama,tegutsema,gümn,", ei armasta tegutseda"
4986,Miks te soovite tulla tööle sellele ametikohale?,soovima,tulema,gümn,Miks te soovite tulla ?
4987,"Võid rääkida enda lähiaja eesmärkidest, kindlasti seosta need selle firmaga, kuhu soovid tööle minna.",soovima,minema,gümn,", kuhu soovid minna"
5004,Miks soovite töökohta vahetada ja tulete ära oma endisest töökohast?,soovima,vahetama,gümn,Miks soovite vahetada tulete ?
5005,"Sellele küsimusele vastates võid rääkida, et otsid uut väljakutset, soovid enda võimeid ja oskusi paremini rakendada ja oled kuulnud positiivset infot firma kohta, kuhu praegu kandideerid.",soovima,rakendama,gümn,", soovid rakendada"
5008,"Vastamisel sobib rääkida sellest, et loodad arendada oma tööalast karjääri ja tahad, et töökoht võimaldaks eneseteostust.",lootma,arendama,gümn,", et loodad arendada"
5010,Missugust palka soovite saada?,soovima,saama,gümn,soovite saada ?
5013,"Saad ka eelnevalt uurida, millised palgad on firmas, kuhu soovid tööle minna.",soovima,minema,gümn,", kuhu soovid minna"
5017,"Sinu küsimused näitavad, et oled huvitatud firma käekäigust ja tahad saada selget ülevaadet.",tahtma,saama,gümn,ja tahad saada
5024,"Milline oleks teie panus sellesse asutusse, kuhu te tahate tööle tulla?",tahtma,tulema,gümn,", kuhu te tahate tulla"
5025,"Siin soovitakse teada saada, mida Sul on pakkuda ettevõttesse tulles ja kuidas Sa sooviksid sealset tegevust arendada.",soovima,saama,gümn,Siin soovitakse saada .
5025,"Siin soovitakse teada saada, mida Sul on pakkuda ettevõttesse tulles ja kuidas Sa sooviksid sealset tegevust arendada.",saama,teadma,gümn,teada saada Sul
5025,"Siin soovitakse teada saada, mida Sul on pakkuda ettevõttesse tulles ja kuidas Sa sooviksid sealset tegevust arendada.",soovima,arendama,gümn,ja kuidas Sa sooviksid arendada
6400,"Kaardi peale joonistan ma arvuti, mis oskab rääkida.",oskama,rääkima,kl2,", mis oskab rääkida"
6609,Õnneks oskab emme ka kududa.,oskama,kuduma,kl2,Õnneks oskab kududa .
6625,Mida sina teha oskad?,oskama,tegema,kl2,teha oskad ?
6626,"Ma oskan ujuda, lumeinglit teha ja kududa.",oskama,ujuma,kl2,Ma oskan ujuda .
6627,Mida sina teha oskad?,oskama,tegema,kl2,teha oskad ?
6628,"Mina oskan uisutada, joonistada ja lumelinna ehitada.",oskama,uisutama,kl2,Mina oskan uisutada .
6671,Mida sa oskad hästi teha?,oskama,tegema,kl2,sa oskad teha ?
6845,Mina tahan ka trenni minna.,tahtma,minema,kl2,Mina tahan minna .
7027,"Kui sa ei ole võistlustel käinud, siis räägi, mis võistlustele sa tahad minna.",tahtma,minema,kl2,võistlustele sa tahad minna
7055,"Mõtete lugemise masin on ka vahva, aga seda ma ei oska teha.",oskama,tegema,kl2,", aga ma ei oska teha"
7558,Mida sa tahad teha?,tahtma,tegema,kl3,sa tahad teha ?
7559,Ma tahan koristada.,tahtma,koristama,kl3,Ma tahan koristada .
7560,Ma tahan helistada.,tahtma,helistama,kl3,Ma tahan helistada .
7561,Ma tahan laulda.,tahtma,laulma,kl3,Ma tahan laulda .
7562,Ma tahan jalutada.,tahtma,jalutama,kl3,Ma tahan jalutada .
7563,Ma tahan kirjutada.,tahtma,kirjutama,kl3,Ma tahan kirjutada .
7564,Ma tahan joonistada.,tahtma,joonistama,kl3,Ma tahan joonistada .
7565,Ma tahan puhata.,tahtma,puhkama,kl3,Ma tahan puhata .
7566,Ma tahan korrata.,tahtma,kordama,kl3,Ma tahan korrata .
7567,Ma tahan joosta.,tahtma,jooksma,kl3,Ma tahan joosta .
7568,Ma tahan seista.,tahtma,seisma,kl3,Ma tahan seista .
7569,Ma ei taha süüa.,tahtma,sööma,kl3,Ma ei taha süüa .
7570,Ma ei taha juua.,tahtma,jooma,kl3,Ma ei taha juua .
7571,Ma tahan trenni minna.,tahtma,minema,kl3,Ma tahan minna .
7572,Ma tahan kooli minna.,tahtma,minema,kl3,Ma tahan minna .
7589,Ma ei taha kirjutada.,tahtma,kirjutama,kl3,Ma ei taha kirjutada .
7590,Ma ei taha kirjutada.,tahtma,kirjutama,kl3,Ma ei taha kirjutada .
7768,Ta ei taha midagi teha.,tahtma,tegema,kl3,Ta ei taha teha .
7799,"Malle tahab ka õue minna ja seal kelgutada, lumelauaga sõita, suusatada, uisutada ja lumesõda mängida.",tahtma,minema,kl3,Malle tahab minna .
8673,Kas sa tahad koos meiega tulla?,tahtma,tulema,kl3,Kas sa tahad tulla ?
8724,Ma tahtsin ju koos isa ja Meelisega ratastega sõitma minna!,tahtma,minema,kl3,Ma tahtsin ju minna !
8757,Ma vist ei taha üldse täna rattaga sõita.,tahtma,sõitma,kl3,Ma vist ei taha üldse sõita .
8828,"Jah, ma tahtsin sulle ja isale üllatust teha.",tahtma,tegema,kl3,"Jah , ma tahtsin teha ."
8885,Ma tahaksin üht naljakat raamatut laenata.,tahtma,laenama,kl3,Ma tahaksin laenata .
8891,"Kui Janno hakkas lumelinna ehitama, tahtsin ma koju minna.",tahtma,minema,kl3,hakkas tahtsin ma minna .
8893,"Ma tahtsin teada, mis seal edasi saab.",tahtma,teadma,kl3,Ma tahtsin teada .
8894,"Janno oli natuke õnnetu, tema tahtis veel õues olla.",tahtma,olema,kl3,", tema tahtis õues olla"
8910,Piia tahtis lumelinna ehitada.,tahtma,ehitama,kl3,Piia tahtis ehitada .
9016,Ta lubab mulle homme või ülehomme ise helistada.,lubama,helistama,kl3,Ta lubab mulle helistada .
9035,Aga ma nägin eile halba und ja ma ei taha seda uuesti näha.,tahtma,nägema,kl3,ja ma ei taha näha
9072,"Me tahtsime lumesõda mängida, aga õues oli väga külm ja me läksime tuppa.",tahtma,mängima,kl3,Me tahtsime mängida külm läksime .
9075,"Alguses ta haugub natuke, aga siis toob palli ja tahab mängida.",tahtma,mängima,kl3,ja tahab mängida
9079,Kas sa tahad õue minna?,tahtma,minema,kl3,Kas sa tahad minna ?
9124,Ma ei tahtnud kooli hiljaks jääda.,tahtma,jääma,kl3,Ma ei tahtnud jääda .
9152,"Janno ehmatas väga ära, sest ta tahtis just samal ajal üle tee minna.",tahtma,minema,kl3,", sest ta tahtis minna"
9158,Tema tahab tulevikus saada vormelisõitjaks!,tahtma,saama,kl3,Tema tahab saada !
9163,Mis sa teada said?,saama,teadma,kl3,Mis sa teada said ?
9170,Vahel me tahame emaga natuke salajuttu rääkida.,tahtma,rääkima,kl3,Vahel me tahame rääkida .
9211,Janno on ju minu kõige parem sõber - temale tahtsin ikka öelda.,tahtma,ütlema,kl3,- temale tahtsin öelda
9282,Ja ära unusta iga päev kaks korda hambaid pesta!,unustama,pesema,kl3,Ja ära unusta päev pesta !
9343,"Aga vanaema ei taha uskuda, et ma teen telefoniga kogu aeg tähtsaid asju.",tahtma,uskuma,kl3,Aga vanaema ei taha uskuda .
9383,"Ta lubas õhtul vaadata, mis külmkapil viga on.",lubama,vaatama,kl3,Ta lubas vaadata .
9398,Sa tahtsid ju suvel uue jalgratta osta.,tahtma,ostma,kl3,Sa tahtsid ju osta .
9414,Piia tahab talvel omale uue ratta osta.,tahtma,ostma,kl3,Piia tahab talvel osta .
9444,Ma ei jõua sind kogu aeg oodata.,jõudma,ootama,kl3,Ma ei jõua oodata .
9481,"Temal on sõpru nii palju, et ta ei jõua nende kõigiga kokku saada.",jõudma,saama,kl3,", et ta ei jõua saada"
9559,Ma ei taha akent lahti teha.,tahtma,tegema,kl3,Ma ei taha teha .
9760,Ma tahan Emilyt õpetada.,tahtma,õpetama,kl3,Ma tahan õpetada .
9761,"Praegu ta veel kõndida ei oska, aga suvel on mul palju aega.",oskama,kõndima,kl3,Praegu ta kõndida ei oska mul .
9831,Ma tahan juua.,tahtma,jooma,kl4,Ma tahan juua .
9832,Kas sa tahad süüa?,tahtma,sööma,kl4,Kas sa tahad süüa ?
9837,Kas te tahate korrata?,tahtma,kordama,kl4,Kas te tahate korrata ?
9900,Ma tahan lugeda.,tahtma,lugema,kl4,Ma tahan lugeda .
9904,Ma ei taha lugeda.,tahtma,lugema,kl4,Ma ei taha lugeda .
9906,Ma tahan süüa.,tahtma,sööma,kl4,Ma tahan süüa .
9908,Ma oskan lugeda.,oskama,lugema,kl4,Ma oskan lugeda .
9911,Tiit tahab süüa.,tahtma,sööma,kl4,Tiit tahab süüa .
9922,Mida sa oskad hästi teha?,oskama,tegema,kl4,sa oskad teha ?
9924,Mida sa oskad hästi teha?,oskama,tegema,kl4,sa oskad teha ?
9946,Ma ei oska hästi joonistada.,oskama,joonistama,kl4,Ma ei oska joonistada .
9949,"Kui sa ei oska joonistada, siis sa võid midagi lõigata, värvida, liimida või meisterdada.",oskama,joonistama,kl4,"Kui sa ei oska joonistada ,"
10229,Ühel päeval tahab Sanna vanaemale külla minna ning siis algavad seiklused.,tahtma,minema,kl4,päeval tahab Sanna minna algavad .
10605,"Ema, sa ju tead, et teisipäeval ma tahan natuke kooli minna ja natuke ei taha kooli minna.",tahtma,minema,kl4,", et teisipäeval ma tahan minna taha"
10605,"Ema, sa ju tead, et teisipäeval ma tahan natuke kooli minna ja natuke ei taha kooli minna.",tahtma,minema,kl4,ja natuke ei taha minna
10651,Sest ma ei tahtnud trenni minna.,tahtma,minema,kl4,Sest ma ei tahtnud minna .
10686,Kuhu sa tahad minna?,tahtma,minema,kl4,Kuhu sa tahad minna ?
10740,Kas sa tahad kirjutada?,tahtma,kirjutama,kl4,Kas sa tahad kirjutada ?
10741,"Ei, ma tahan joonistada.",tahtma,joonistama,kl4,"Ei , ma tahan joonistada ."
10748,Kas nad tahavad jalutada?,tahtma,jalutama,kl4,Kas nad tahavad jalutada ?
10873,Ma ei taha (enam) kulli mängida.,tahtma,mängima,kl4,Ma ei taha enam mängida .
10890,"Poisid, mina ei taha enam kulli mängida.",tahtma,mängima,kl4,"Poisid , mina ei taha enam mängida ."
10905,"Siis ütles Ott, et ta tahab peitust mängida.",tahtma,mängima,kl4,", et ta tahab mängida"
10909,"Seejärel ütles Sirli, et ta ei taha enam peitust mängida.",tahtma,mängima,kl4,", et ta ei taha mängida"
10910,"Sirli ütles, et ta tahab kulli mängida.",tahtma,mängima,kl4,", et ta tahab mängida"
11025,Me armastame lugeda.,armastama,lugema,kl4,Me armastame lugeda .
11145,"Kõigepealt, kas te tahate midagi küsida.",tahtma,küsima,kl4,"Kõigepealt , kas te tahate küsida ."
11148,"Mina olen Antsu ema ja ma tahan teada, kuidas Antsul koolis läheb?",tahtma,teadma,kl4,ja ma tahan teada
11159,"Ma tahan teada, kuidas Meelisel koolis läheb?",tahtma,teadma,kl4,Ma tahan teada ?
11215,Miks ei taha õpilane kolmandasse klassi minna?,tahtma,minema,kl4,Miks ei taha õpilane minna ?
11248,"Siim, kas sa süüa tahad?",tahtma,sööma,kl4,"Siim , kas sa süüa tahad ?"
11249,"Ei, ma ei taha süüa.",tahtma,sööma,kl4,"Ei , ma ei taha süüa ."
11254,Ma tahan vist hoopis magada.,tahtma,magama,kl4,Ma tahan vist magada .
11260,Ma tahan midagi juua.,tahtma,jooma,kl4,Ma tahan juua .
11265,"Ma tahan magama minna, aga ma ei saa.",tahtma,minema,kl4,Ma tahan minna saa .
11276,"Remo, kas sa kitarri oskad mängida?",oskama,mängima,kl4,"Remo , kas sa oskad mängida ?"
11279,Kas sa malet oskad mängida?,oskama,mängima,kl4,Kas sa oskad mängida ?
11282,Kas sa kiiresti joosta oskad?,oskama,jooksma,kl4,Kas sa joosta oskad ?
11285,Kas sa tantsida oskad?,oskama,tantsima,kl4,Kas sa tantsida oskad ?
11288,Kas sa laulda oskad?,oskama,laulma,kl4,Kas sa laulda oskad ?
11291,Kas sa rulaga oskad sõita?,oskama,sõitma,kl4,Kas sa rulaga oskad sõita ?
11294,Kas sa rulluisutada oskad?,oskama,rulluisutama,kl4,Kas sa rulluisutada oskad ?
11296,Mida sina siis oskad teha?,oskama,tegema,kl4,sina siis oskad teha ?
11297,Mina oskan tunnis vaikselt istuda ja õpetajat kuulata.,oskama,istuma,kl4,Mina oskan istuda .
11333,Ma ei tahtnud sulle nii hilja helistada.,tahtma,helistama,kl4,Ma ei tahtnud helistada .
11366,"Asta, kas sa süüa tahad?",tahtma,sööma,kl4,"Asta , kas sa süüa tahad ?"
11474,"Te ei ole veel midagi teinud, aga juba tahate teada, millal saab hinnet parandada.",tahtma,teadma,kl4,", aga juba tahate teada"
11491,Mul on igav ja ma tahtsin sulle külla tulla.,tahtma,tulema,kl4,ja ma tahtsin tulla
11513,Ma tahan väga tulla.,tahtma,tulema,kl4,Ma tahan tulla .
11517,Kas sa tahad tulla?,tahtma,tulema,kl4,Kas sa tahad tulla ?
11691,"Ma tahan teada, kas sa oled minust noorem või vanem.",tahtma,teadma,kl4,Ma tahan teada .
11776,Kas sina tahaksid ka seal olla?,tahtma,olema,kl5,Kas sina tahaksid seal olla ?
11789,"Aga ma ei teadnud, kas jõuluvana suudab kõiki soove täita.",suutma,täitma,kl5,", kas jõuluvana suudab täita"
11795,Ma ei suuda seda uskuda!,suutma,uskuma,kl5,Ma ei suuda uskuda !
11796,"Võib-olla ei ole ta valge habeme ja punase mantliga mees ning võib-olla ei täida ta igat soovi, aga tõelisi unistusi oskab ta täide viia küll.",oskama,viima,kl5,", aga unistusi oskab ta viia küll"
11837,"Kahjuks maksid lennukipiletid nii palju, et seda me teha ei saanud.",saama,tegema,kl5,", et me teha ei saanud"
11867,"Tahtsime minna ka sel vaheajal, aga ei saanud.",tahtma,minema,kl5,Tahtsime minna saanud .
11916,"Ta ütleb, et inimene peab oskama ka tülitseda ja vaielda, ärajooksmine ei ole lahendus.",oskama,tülitsema,kl5,", et inimene peab oskama tülitseda ärajooksmine"
11938,"Teele isa arvab, et ka vaielda ja tülitseda peab oskama.",oskama,tülitsema,kl5,ja tülitseda peab oskama
11957,Kas sa tahaksid ka tulla?,tahtma,tulema,kl5,Kas sa tahaksid tulla ?
12000,"Kui me proovime kiiresti hea hinde kätte saada, siis kannatab sisu.",proovima,saama,kl5,"Kui me proovime saada ,"
12006,"Aga kui proovida matemaatikast läbi enda aru saada, leida seoseid enda eluga, siis sellest on küll palju abi.",proovima,saama,kl5,"Aga kui proovida matemaatikast saada ,"
12043,Ma tahtsin väga seda mängu võita.,tahtma,võitma,kl5,Ma tahtsin võita .
12047,"Ma proovisin oma pettumust varjata, sest ma ei tahtnud vanemaid kurvastada.",proovima,varjama,kl5,Ma proovisin varjata tahtnud .
12047,"Ma proovisin oma pettumust varjata, sest ma ei tahtnud vanemaid kurvastada.",tahtma,kurvastama,kl5,", sest ma ei tahtnud kurvastada"
12076,Aga olin laisk ja ei viitsinud õppida.,viitsima,õppima,kl5,ja ei viitsinud õppida
12151,Räägi selle inimesega ning proovige leida lahendus!,proovima,leidma,kl5,ning proovige leida
12166,"Ja püüa kohe ka magama jääda, ära ole enne magamaminekut telefonis või arvutis!",püüdma,jääma,kl5,Ja püüa jääda ole !
12187,Ma tahtsin kolmveerand kolmeks koju jõuda.,tahtma,jõudma,kl5,Ma tahtsin jõuda .
12201,"Õpetaja ei tahtnud mind aga üldse kuulata ja ütles, et ma ei lähe kuhugi, enne kui kiirabi mu üle vaatab.",tahtma,kuulama,kl5,Õpetaja ei tahtnud aga kuulata ütles .
