verb	compound	total
viima	kaasa	123
teatama	edasi	1
libisema	välja	35
sonkima		13
süstematiseerima		58
pöörama	tagasi	38
identifitseeruma		11
võtma	tagasi	201
käitlema		9
lõdvenema		13
kostümeerima		11
metaforiseeruma		1
mattuma		87
võrdpildistama		1
tuiskama	täis	5
neelama		287
sümboliseerima		104
historiseerima		1
kirjutama	ümber	72
pidestuma		1
näitama	ära	68
projitseerima		54
manama	esile	15
raaguma		3
langema	sisse	21
pimenema		20
kriipsutama	alla	22
sulama	kokku	47
hakkima		55
aimama	ette	56
eksperimenteerima		32
koitma		61
semantiseeruma		1
luhtuma		82
assotsieeruma		47
seadma	sisse	165
pidama	maha	70
heiastama		2
lõhestama		81
sõitma	läbi	125
hingama		609
solvuma		233
külgnema		10
langema	ära	78
sisustama		160
meelitama	välja	54
seirama		73
kohkuma		128
naerma	välja	43
multiplitseeruma		1
hääldama		208
sõnuma		21
sõnama		1780
palataliseerima		12
lahknema		50
distantseeruma		32
kukutama		113
vastandama		190
nõrgestama		39
kutsuma	kokku	158
provotseerima		60
õnnestuma	ilma	1
institutsionaliseeruma		3
kaaluma	üles	70
pürgima		127
visioneerima		1
minema	mööda	333
hirmuma		92
õhutama		179
positsioneerima		17
saama	kokku	683
tipnema		38
joonistuma	välja	38
arvutama	kokku	12
tihenema		92
saastuma		58
murdma	läbi	71
vajama	ära	1
pidama	kõrvale	1
patrullima		42
spetsialiseeruma		89
harrastama		172
saama	vaja	4
veetma		803
stratifitseerima		2
vahistama		192
rasima		5
tõusma	suhtes	1
tõusma	alla	3
sugenema		67
moodustama	alla	9
nüüdima		1
moodustama	juurde	3
määratlema	ära	6
omandama	läbi	1
neutraliseerima		39
intervjueerima		73
katsetama	nõus	2
näitama	ette	160
näitama	üles	159
uhkustama		73
koopereeruma		8
stažeerima		9
rääkima	kaasa	99
lülitama	sisse	126
rääkima	läbi	62
hoidma	püsti	32
jaotama	lahti	1
kirjutama	lahti	21
õppima	kokku	8
paeluma		70
reklaamiandama		1
suruma	läbi	61
pettuma		309
meelitama	ligi	24
kahetsema		523
nägema	kokku	3
näitama	kokku	3
shoppama		2
ringlema	ilma	1
käima	läbi	469
muutuma	edasi	7
idealiseerima		60
kommertsialiseeruma		2
tooma	edasi	1
surfama		26
minema	sassi	7
globaliseeruma		10
kristalliseerima		2
initsieerima		10
suruma	alla	71
umbusknema		1
põlema		1385
sillutama		42
suruma	kõrvale	3
depolitiseerima		4
tallama		155
võitma	tagasi	33
piirnema		27
kiskuma	välja	78
organiseeruma		17
ütlema	välja	369
andma	alla	158
töötama	edasi	63
valjendama		2
kasutama	seoses	1
suitsema		73
suitsetama		486
jääma	puudu	190
teadustama		31
lõõgastuma		54
hakkama	vastu	180
ujuma		532
ajama	taga	212
kiskuma		600
käima	alla	44
liikuma	ringi	155
jääma	kõrvale	139
laskma	lahti	366
korrumpeeruma		19
jälgima	edasi	3
diskuteerima		74
jooksma	võidu	7
vaatama	üle	332
reflekteerima		23
kuulama	ära	177
magama	maha, sisse	2
ahenema		29
reklaamima	välja	10
võtma	edasi	9
jahuma		21
nägema	sees	1
tõmbama	ligi	45
venima		373
naerma		2948
andma	tagasi	199
usutama		52
arvama	välja	459
saama	edasi	235
harjutama		513
kaotama	üle	2
mõtestama	lahti	59
vastama	kokku	7
heidutama		51
minema	kokku	123
riputama	üles	45
sotsialiseerima		3
koosnema	kokku	3
lõimima		17
sujuma		107
laiuma		92
nokitsema		50
nõustama		92
sirguma		85
põlastama		63
äratama	üles	68
väsima		667
sünkroonima		18
sobituma		40
murendama		22
tasalülitama		7
kasutama	vastu, ära	1
pagendama		18
naeruvääristama		41
keelustama		96
pesema		847
keetma		368
panema	valmis	57
sünteesima		191
nivelleerima		12
müstifitseerima		5
kultiveerima		49
varjuma		89
arenema	edasi	71
kodustama		29
protestima		109
tõmbuma		430
minema	ära	802
kommunikeerima		4
uurima	esile	1
ühtima		138
stabiliseeruma		72
reisima		242
ajama	laiali	61
müüma	maha	406
kisama		109
okupeerima		84
legitimiseerima		3
tulistama		434
ilmuma	tagasi	21
ronima		701
palvetama		211
respekteerima		43
kummardama		303
ratifitseerima		81
elama	ära	125
represseerima		38
jätma	ilma	98
kasvama	üles	90
ülistama		135
tooma	kohale	79
lõimuma		4
reostama		42
võõrduma		33
häbenema		438
arreteerima		172
küüditama		87
astuma	vastu	73
rehabiliteerima		32
neelama	alla	155
panema	vastu	141
karastama		34
mulksuma		20
kütma		229
kõrvetama		140
opositsioneerima		1
tiksuma		100
rühkima		52
kummitama		138
sõitma	üle	45
paugutama		62
astuma	tagasi	189
huvituma		202
jätma	külge	5
nutma		1093
virisema		73
portreteerima		22
fookustuma		1
pillama		110
vähkrema		47
olema	edasi	33
närima		229
rääkima	vaja	2
tõmbama	maha	86
tirisema		22
diskrimineerima		34
trivialiseerima		1
särama		483
meikima		22
suusatama		92
riietuma		102
stigmatiseerima		2
eskaleerima		3
pakendama		26
jääma	otsa	6
jõudma	tagasi	290
aitama	kaasa, pealt	1
anduma		103
õppima	ilma	5
nägema	ette, ette	1
osutuma	välja	4
raporteerima		52
õiendama		192
risustama		19
hüvitama		273
tõukama		243
rullima	üle	3
suruma	välja	23
minimaliseerima		5
destabiliseerima		9
sundima	peale	25
põrkuma	kokku	25
joonistama	välja	19
purunema		237
lasuma		189
anketeerima		5
tehetama		1
reformima		55
kuuluma	juurde	21
prevalveerima		1
kõrvutama	alla	1
eristuma	alla	1
agregeerima		7
sislduma		1
koondama	välja	1
lähetama		60
lihvima		125
transkribeerima		9
võrdsustama		121
omandama	peale	1
kaunistama	ära	1
kaunistama		235
vingerdama		46
saatma	kohale	16
hüüdma		1270
panema	peale	143
rahunema		237
lükkama	eemale	66
kuuletuma		79
paluma	püsti	5
tõusma	püsti	477
itsitama		230
kõndima		987
pobisema		68
joonistama	juurde	3
puristama		38
kõndima	ringi	97
kummarduma		368
nokkima		102
minema	kohale	38
parandama	ära	48
tegema	välja	338
sagima		45
istuma	kohal	1
kükitama	maha	30
võtma	kinni	602
tõstma	püsti	40
sõnelema		20
vedama	püsti	3
rääkima	koht	1
loivama	püsti	2
väänlema		51
istuma	tagasi	39
mäletsema		11
väänlema	edasi	1
kõõluma		54
minema	ette	73
kõõluma	edasi	1
vilistama		191
põrnitsema		195
ulatama		654
ütlema	vastu	30
taunima		107
detsentraliseerima		19
looma	juurde	14
kvantifitseerima		3
teoretiseerima		13
apolitiseeruma		1
professionaliseeruma		1
jahutama		107
selgitama	edasi	3
saatma	laiali	68
tülitama		125
varastama		590
andma	peksma	38
peksma		578
sadama		673
kastutama		1
kaklema		137
lisama	juurde	61
arvustama		95
olema	vastu	50
seadustama		49
levima	peale	1
seottama		1
lükkama	kõrvale	94
tuupima		44
püstituma		5
demokratiseerima		4
korraldama	kokku	9
kulgema	läbi	10
muuma		7
haarama	kaasa	100
vahendama	läbi	2
iseseisvuma		43
lahutama	läbi	2
abielluma		661
redutseerima		73
võtma	alla	73
abstraheeruma		8
moodustuma	valmis	1
võimenduma		41
liigendama	välja	1
rändama	sisse	4
suruma	maha	161
seadma	üles	116
paljunema		77
suunitlema		2
säiluma		16
esinema	alla	1
lahvatama		105
pidama	kokku	10
kodeerima	kokku	1
kinnituma		95
leidma	tagant	2
orienteeruma	ümber	9
hindama	välja	1
looma	esile	1
regukleerima		1
maksimiseerima		4
meelitama	juurde	7
meelitama		470
kostuma		150
lävima		36
rikkuma	ära	202
õppima	ära	136
tagastama		293
selekteerima	välja	19
tagandama		32
vaatlema	edasi	5
ibima		100
lükkuma		38
tegema	ümber	87
toimuma	läbi	4
jõustuma		267
maksma	peale	30
motiveerima	tagasi	1
klassifitseeruma		4
normima		10
disainima	ümber	1
mõjutama	läbi	3
muutma	sisse	1
voolama	välja	53
pressima		198
kannustama		37
kolima	tagasi	23
kaaluma	ümber	2
rassima		36
rääkima	tagasi	2
liikuma	tagasi	23
filtreerima		17
kodeerima	sisse	11
leidma	ära	2
utiliseerima		6
kolmekordistuma		5
tooma	tagasi	255
veenma	tagasi	1
embama		114
mainima	ära	26
heituma		35
linema		3
jälgima	kõrvalt	25
olema	vaja, vaja	2
ajama	segi	27
puudutama	üles	1
kirjutama	üles	163
väärama		15
andma	juurde	116
põhistama		22
marguma		1
janunema		25
kumama	läbi	34
tulema	sisse	215
kaotama	ära	104
panema	kinni	545
panema	üles	135
lõpetama	ära	106
jutlustama		66
defineerima	läbi	1
paiskama	tagasi	4
põhjendama	ära	11
nägema	läbi	119
pahandama		308
ristima		183
karjatama		232
pingestuma		20
tulema	kohale	122
pääsema	eemale	5
rändlema	koos	1
kollektiviseerima		2
jääma	eemale	69
rändlema		2
andma	ära	254
kauplema		242
viljelema	edasi	1
ammenduma		47
organiseerima	ringi	1
normaliseerima		28
liikuma	välja	13
kohustuma		83
tasakaalustuma		11
kiusama		152
elama	peale	2
hoidma	eemale	133
protesteerima		151
viima	ära	327
surema	ära	165
kimbutama		91
tabama	järel	1
lindistama		117
tõstma	üles	276
fokusseerima		6
arutama	edasi	6
vaevlema		114
seadma	ette	24
ajendama		144
tõusetuma		50
hõlmama	üle	1
hõlmama	alla	1
stabiliseerima		37
jalutama		704
matkama		41
raiuma	maha	56
akumuleeruma		34
degenereeruma		5
saama	sisse	220
võõrutama		41
taaskäivitama		6
tagasisidestama		5
indikeerima		2
mõtestuma		2
sugereerima		16
destilleerima		19
hõrenema		31
valima	poolt	1
taasaktualiseerima		1
vaikima	maha	42
suubuma		54
heiastuma		13
sõeluma		45
loenduma		1
tundma	kaasa	164
demoniseerima		1
vaatama	ümber	28
korrastuma		9
silmama		155
paistma	välja	241
põlgama	ära	30
lõpetama	kaasa	2
pärandama		98
parkuma		10
toituma		104
kategoriseerima		21
heietama		70
ehmatama	eemale	3
hirmutama		200
päranduma		4
kantima	alla	2
saadtuma		1
protokollima		15
paigutuma	ümber	5
diferentseeruma		27
teadvustuma		5
kiitma	edasi	1
jääma	vahele	246
vedama	välja	95
minimiseerima		7
valama	välja	48
leidma	kokku	12
sportima		25
imestuma		60
värbama		146
tekkima	kõrvale	3
hindama	üle	73
kooruma		44
konserveerima		35
peegeldama	kinni	1
kiskuma	üles	18
praadima		130
kaubitsema		14
pooma	üles	75
nõudma	sisse	39
kujundama	välja	31
kandideerima	kohale	2
mitmekesistuma		6
sattuma	ringi	3
konkretiseeruma		10
pääsema	ringi	2
kinnitama	ringi	1
värbama	alla	1
tulema	peale	195
suunama	eemale	8
kvalifitseeruma		10
fokusseeruma		3
avarduma	läbi	2
lähtuma	vastu	2
looma	läbi	11
baseeruma	läbi	1
sagenema		99
väärkohtlema		2
ähmastama		18
haarama	kinni	271
taipama		1348
kooruma	välja	28
väljama		2
avastama	jaoks	1
tegelema	edasi	18
kantseldama		24
hoogustuma		39
ütlema	üles	105
laenutama		46
natsionaliseerima		21
arvama	maha	88
lööma	maha	210
käima	välja	190
hoiustama		21
kapitaliseerima		2
pankrotistuma		50
ironiseerima		71
toppama		55
maksma	välja	145
pumpama		85
laenama	välja	9
teenima	tagasi	31
fragmenteerima		7
integreeruma		42
killustama		33
iseloomsutama		1
baltistama		1
iseloomustama	edasi	1
tootma	välja	2
mõtlema	edasi	34
olema	peale, tarvis	1
kulutama	välja	2
kaitsma	ära	4
saama	kaasa	72
diagrammima		1
positsioneeruma		2
ilmnema	välja	1
kergendama		144
käima	ümber	70
teesklema		330
uuenema		54
elavnema		100
harmoniseerima		19
sõeluma	välja	14
autasustama		65
diagnoosima		495
vaidlema	läbi	8
varuma		129
ahmama		11
korrespondeeruma		4
aproprieerima		1
elavdama		46
reinvesteerima		14
maksustama		146
panema	ette	257
ehtima	üles	9
tõmbuma	eemale	51
vastuma		1
küpsetama		183
meisterdama		83
jätma	pooleli	123
kirjeldama	kokku	4
küsitama		44
pakkuma	välja, välja	1
roteerima		1
kaaluma	läbi	22
ühtlustuma		43
dekomponeerima		5
rautama		15
käsitlema	tarvis	1
olema	vaja, valmis	3
pistma		970
pöörama	ümber	100
lugema	ette	288
hoidma	koos	56
ohustama	välja	1
profileerima		7
treenima		325
sirvima	läbi	6
ehmuma		167
vapustama		119
ajama	ära	109
muukima	lahti	20
seletama	üle	9
kirjama		19
pruukima	koos	1
eksitama		78
kuhjama	kokku	13
laitma		54
pidustama		1
piduma		1
pidutsema		104
küljendama		6
kirjastama		25
I-viima		3
sortima		37
käänama		54
kõndima-marssima		1
norskama-magama		1
auhindama		20
esilinastuma		52
liigendama	edasi	2
silbitama		4
kuumama		14
tulema	järele	172
kellama		6
konversatsioonilinevahetuma		1
küsivVastavvahetuma		1
hallatama		3
ise-organiseeruma		1
takteerima		2
ehitama	kokku	8
puhverdama		5
power-olema		1
lähtestama		1
ilmutama	vastu	1
lappama	läbi	4
laadima	alla	18
harutama	edasi	2
tegema	edasi	128
kandma	sisse	14
sorteerima		71
uurima	edasi	28
komprimeerima		1
pakkima	kokku	37
pakkima		201
leidma	edasi	2
pikkima		29
hingitsema	edasi	4
eraldama	välja	5
liikuma	alles	1
olema	koha	71
hoidma	peal	47
istutama		283
võtma	maha	565
eeldekodeerima		1
püsitama		3
dekodeerima		22
vastendama		1
erustama		3
fikseeruma		13
digiteerima		12
kuluma	tarvis	1
logima		5
kukkuma	kokku	78
hoidma	eemal	18
kasima		56
kandma	juurde	2
kannatama	välja	180
eskaleeruma		5
kopeerima	sisse	1
proovima	ära	31
vihastama		254
vaimustama		66
õpetama	välja	37
startima		189
sisestama	välja	1
stylema		1
kanduma	üle	35
lohistama		112
segama	ära	19
nuusutama		170
töötama	läbi	76
ehitama	sisse	23
seilama		43
ärgitama		89
meelitama	kohale	23
söötma		344
sihtima		203
ümardama		57
tulema	koos	15
kvalifitseerima	ümber	3
minema	lahti	279
proovima	järele	56
suretama	välja	22
justeerima		1
moderniseerima		19
jaksama		454
pidurduma		77
nipitama		2
pigistama	välja	56
jõudma	järele	114
tukkuma		146
abortima		2
mestima		12
kõrgenema		441
plokk-korralduma		1
siduma	kokku	35
andma	läbi	5
põikama		53
saatma	ilma	15
ootama	tagant	1
küünitama		107
kiirgama	välja	5
mõõdistama		6
põimuma	kokku	1
liidestuma		1
unaarnema		1
värisema		531
vormistuma		4
kleepima		100
uurima	läbi	38
kapseldama		6
koostuma		2
kopitsema		1
kiruma		258
püsittama		2
suunama	tagasi	11
objekt-orienteerima		1
programmeerima	sisse	6
lõhkuma	lahti	5
mis-võib-halvasti-minema		1
reorganiseerima		30
planeeri-tee-kontrolli-tegutsema		1
relvastama		129
vallandama		379
sigitama		47
koolituma		1
pintseldama	üle	3
olema	vaja, sees	1
seletama	ära	107
rinnastama		5
korjama	kokku	169
jõuduma		16
jääma	rahule	311
kuvatama		1
kerima	üles	5
hiilima	kõrvale	39
sirvima		105
kippuma	tagasi	7
hakkama	välja	9
looma	tarvis	3
tärkama	üles	1
olema	sees	9
laskuma		466
moduleerima		18
varisema		145
venitama		306
kumuleeruma		12
intensiivistuma		54
lunastama		114
ujutama		44
murdma	lahti	31
inverteerima		6
proovima	läbi	20
dekrüpteerima		4
nägema	pealt	78
süüvima		61
võluma		101
saama	käsi	6
pitseerima		13
suunama	edasi	22
valmima	üles	1
lisama	valmis	2
postitama		20
meldima	sisse	1
uppuma		217
laadima	üles	4
eestindama		13
modereerima		1
kehima		10
katkestama	ära	3
ristkasutama		2
laisklema		15
positsioneeruma	kohale	1
põruma	läbi	9
kalkuleerima		37
kandma	ees	1
kruttima	kokku	1
lonkima	ringi	11
noteerima		37
parafraseerima		33
pookima		11
viima	üles	30
hooldama		115
hirmutama	ära	20
registreeruma		65
suutma	pealt	1
saboteerima		7
jõudma	edasi	56
ohjeldama		41
saatma	vastu	8
korjama	tagasi	3
jagama	ära	59
portima		1
algoritmima		3
hakkama	pihta	147
salvestama	välja	1
itereerima		1
laostama		10
kõlksuma		9
lehkama		34
ajakohastama		14
tulema	läbi	73
jõudma	ette	79
rebima	ette	8
selgendama		1
saama	vastu	93
ilutsema	edasi	1
listima		2
tõstma	ümber	34
kirjutama	kokku	28
minema	sisse	144
toksima		63
noogutama	kaasa	19
võtma	üles	227
jooksma	kinni	18
osutuma	ees	1
mõlgutama		53
lahendama	ära	26
võtma	juurde	58
kodeerima	ümber	2
askeldama		102
vilksatama	läbi	13
lööma	kaasa	145
kõnelema	kokku	1
formuleerima	ümber	3
delegeerima		64
akrediteerima		33
litsenseerima		1
saama	alla	85
tõmbama	kohale	1
installima		3
tooma	kõrvale	4
passima		207
tempereerima		6
korrastama	ümber	1
pusima		23
astuma	esile	20
legaliseerima		35
aheldama		37
haistma		82
põlistama		18
vallanduma		131
ladustama		38
kommertsialiseerima		1
pidama	tarvis	2
ärkama		1063
ummistama		52
panema	kõrvale	73
kulutama	kokku	5
voorima		36
ehitama	ümber	49
madaldama		25
sättima		349
sponsoreerima		3
ilutsema		82
kahvatuma		50
tahtma	peale	3
peilima	välja	21
kandma	maha	52
transleerima		8
sulandama		5
trumpama		10
ambuma	juurde	1
lugema	peale	24
keerustuma		4
jooksutama		18
mõtlema	kaasa	45
kohastuma		15
määrduma		66
otsima	välja	119
lollitama		40
laitma	maha	20
toimima	koos	3
laduma	kokku	1
põimuma	läbi	21
materialiseeruma		11
mõnulema		52
pääsema	ligi	105
alustama	ots	3
klikkima		22
pakkuma	läbi	5
nudima		3
ühendama	kokku	6
kasutama	üle	4
hägustuma		19
libisema	üle	18
sõitma	ringi	120
minema	läbi	219
mõtiskelema		2
keerama	ümber	33
sõitma	tagasi	154
planeerima	ümber	2
põrkama	vastu	8
kontraheeruma		6
kasukkama		1
keikkima		1
soostuma		183
väitlema	vastu	1
naljatama		119
ristima	kokku	2
esinema	kokku	11
trükkima	ära	41
lansseerima		5
imema		200
korrespondeerima		1
mängima	ümber	8
kergitama		323
sorima		87
sedeldama		2
kombineeruma		44
tantsima		742
seletuma		19
mühatama		78
minema	taga	5
ajama	koos	2
helisema		322
võitma	ära	15
teadma	kaasas	1
viibima	kohal	11
kukkuma	lahti	6
ütsima		7
litereerima		2
luukama		11
mähkima	ümber	2
pahvatama		140
jobama		1
magama		2822
panema	sisse	109
hölzernema		1
ahendama		19
amputeerima		22
sandistama		8
känguma		15
tulema	kokku	224
murduma		212
mürgitama		81
destrueerima		1
panema	püsti	95
resigneeruma		11
manifesteerima		5
rappima		14
degradeerima		17
rahulduma		59
palataliseeruma		8
võõristama		18
lülitama	ümber	5
najatuma		1
tirima		203
tõrvama		16
nägema	ära	72
rehkendama		47
osanema		2
reastuma		10
taasilmuma		4
võrsuma	üles	1
kollektsioneerima		17
rajoonima		3
immigreeruma		1
evakueerima		61
taasavama		29
taasavaldama		5
ahistama		102
kobrutama		19
õnnitlema		169
tülitsema		106
školima		1
meelestama		85
venestama		10
jälgima	pealt	6
hädaldama		85
tõukama	kõrvale	16
matma	maha	106
tormama		561
hambuma		15
toppima		381
kordama	üle	36
tüütama		79
minema	tarvis	123
väitlema		28
õppima	edasi	68
kohama		156
registreerima	välja	2
loovutama	juurde	1
saabuma	üle	1
vähenema	edasi	3
olema	ees	5
väitma	vastu	20
muganduma		7
pidama	ülal	53
vehkima		271
põrutama		186
näitama	välja	144
sallima		367
lõdvestuma		32
leevenduma		8
doteerima		30
kohendama		285
ideintifitseerima		1
sokeerima		1
radikaliseeruma		3
peatükkima		1
modustama		2
defineerima	sisse	1
kreoliseerima		1
vaatama	edasi	34
tõlkima	ära	13
leidma	läbi	4
kanaliseerima		11
erastama		213
dehabitualiseerima		1
artikuleerima		10
redefineerima		1
protsessima		10
pööruma		3
siirduma	edasi	8
näitlikustama		15
suvitama		70
jääma	äärde	1
palade-partsima		1
eenduma		7
sõitma	kohale	59
vajama	juurde	3
saama	tagasi	422
õppima	juurde, juurde	1
mõranema		21
tulema	kaasas	2
töötama	kaasa	18
lõpetama	tagasi	2
laveerima		25
käima	kokku	50
trummeldama		32
rääkima	välja	34
laulma	ära	12
viskama	välja	249
seedima		47
kallistama		225
nägema	kaasas	1
õppima	ümber	21
murdma	sisse	78
šokeerima		48
identifitseerima	läbi	1
tankima		33
hindama	heaks	14
kalduma	rahul	1
täitma	läbi	1
lokkama		30
leidma	ilma	1
küsitlema	kokku	7
liigituma		22
valdkond-orienteerima		1
suretama		14
vormindama		2
algväärtustama		3
paaritama		13
kasutama	ära, välja	1
